7678:2880,1712,6434,17,12990,8848,5624,4568,1206,1923
7682:17,47276,7836,289,1462,3216,302,654,8,29
7692:302,654,616,84,8,29,76,650,518,1102
7699:669,924,82537,78091,52857,105742,113053,25329,36861,85206
7707:616,84,29,8,76,650,518,70,1102,542
7708:873,718,931,1825,287,1276,219,4697,230,1539
7713:654,616,58,84,29,8,650,1102,518,354
7734:17,654,302,542,61,58,8,29,289,616
7741:17,84,8,76,542,518,1102,354,564,138
7742:302,654,616,84,8,29,76,650,518,1102
7743:17,302,654,58,8,84,650,70,29,518
7751:654,616,58,84,29,8,76,650,518,354
7760:17,302,616,58,654,8,518,76,564,84
7766:168,1326,5738,1460,984,719,352,698,2337,2139
7787:17,302,616,654,76,58,8,84,518,542
7813:17,616,654,302,58,285,8,542,518,29
7818:17,302,616,654,58,8,84,650,518,542
7823:1326,168,719,297,2153,1460,5738,984,2337,3789
7825:17,302,654,70,616,58,76,138,8,508
7833:17,84,302,8,899,654,616,518,245,301
7841:302,654,58,84,8,29,76,650,518,542
7844:302,654,58,616,84,8,29,76,1102,354
7850:17,302,508,616,8,654,76,84,564,518
7863:17,302,616,654,58,8,542,650,84,518
7869:533,10981,603,8772,13341,7926,17316,311,4040,7622
7888:17,654,58,84,76,518,1102,542,564,354
7889:226,81,2967,1884,5767,3423,140,780,2379,3137
7894:17,302,616,76,8,654,58,564,84,518
7903:2048,43554,10530,11891,9497,21840,37535,95046,3312,10285
7915:17,302,616,58,84,29,564,1102,542,354
7921:8454,27291,866,500,21963,361,262,1730,1187,2139
7945:168,463,1400,661,5480,8860,2318,1326,1528,760
7946:17,302,654,616,58,8,84,76,518,542
7949:17,302,654,616,8,58,84,70,518,76
7951:616,58,84,8,29,76,650,518,542,354
7958:8322,24933,9674,13077,16965,6856,30815,51232,36432,19528
7962:8,29,650,564,289,224,61,245,861,32
7964:238,999,901,409,698,190,45,1187,358,3534
7967:565,53369,453,3131,56568,826,3741,1677,2008,2239
7969:17,302,654,616,58,76,29,84,8,361
7975:302,654,58,84,616,8,29,76,1102,650
7976:17,650,518,542,302,616,58,8,29,564
7977:302,654,616,84,58,8,29,76,1102,354
7981:3378,186,39446,46421,39267,10611,68179,616,861,483
7990:17,616,8,302,58,518,654,564,76,245
8002:1744,710,441,3506,3618,4513,3976,16036,1340,2917
8008:6901,3148,55058,9043,69475,49322,74581,7146,4995,47141
8009:17,58,302,654,8,76,861,650,564,518
8023:17,302,654,58,8,84,518,76,542,564
8032:17,302,654,616,76,8,70,58,564,84
8036:984,168,719,5480,1400,135,1326,5557,10267,399
8054:17,302,654,616,58,8,564,650,84,70
8065:58,76,650,518,542,354,138,70,736,301
8068:17,76,3105,6545,538,14444,616,2069,3148,18452
8069:302,654,84,58,616,8,29,76,354,1102
8081:302,58,616,84,29,8,76,650,354,518
8090:616,58,84,8,76,650,518,70,354,542
8097:17,508,76,8,564,616,542,654,518,245
8103:3509,7457,13817,13950,48159,17,58057,21232,20254,28511
8104:24468,47836,17,302,654,76,58,650,84,29
8130:17,302,1102,8,654,616,518,58,354,29
8134:2265,361,698,866,2139,6387,500,5363,358,1149
8137:58,29,564,542,70,138,736,301,15,289
8141:17,616,76,564,654,302,8,58,508,84
8144:17,302,654,616,564,58,650,8,84,736
8150:17,302,8,84,29,650,518,736,70,1102
8159:302,654,84,58,616,8,29,1102,354,76
8161:77681,54240,8357
8163:17,302,654,76,616,58,84,8,736,29
8184:81,780,500,226,262,361,2139,1276,238,866
8186:654,616,58,29,518,650,76,354,542,138
8200:302,654,84,58,616,8,29,1102,76,650
8206:17,616,787,654,402,61,302,650,518,8
8217:17,302,58,654,8,29,76,542,650,518
8224:17,302,654,616,84,58,518,29,76,650
8225:17,245,8,518,302,353,84,616,508,899
8227:17,245,8,518,1267,542,32,616,61,103
8229:17,302,58,616,29,84,8,76,650,518
8245:17,302,654,616,564,58,650,8,84,736
8263:5056,30196,15111,3746,65428,34920,34966,1787,32106,1546
8264:17,616,542,302,654,58,564,76,15,518
8270:17,302,654,58,616,84,8,354,76,29
8276:17,616,58,84,8,76,650,518,1102,542
8285:17,654,58,29,616,84,650,8,1102,76
8286:17,302,654,58,616,29,76,650,8,542
8287:17,76,302,616,654,58,780,564,226,262
8290:17,302,654,29,58,84,70,616,8,76
8310:5975,603,13341,8772,7926,17316,306,10981,10180,311
8314:347,61673,79667,38434,35439,8226,3878,36797,74316,1546
8325:302,17,654,58,616,29,8,650,15,542
8326:302,654,616,58,84,8,29,76,1102,354
8334:17,654,58,616,302,29,15,8,542,84
8336:
8343:302,654,616,58,84,8,29,76,650,518
8347:616,8,29,650,76,518,354,542,138,736
8352:17,302,616,654,76,58,8,564,84,650
8368:17,654,302,616,29,8,84,76,650,518
8380:17,302,616,654,58,564,650,8,70,508
8396:17,302,58,616,8,1102,650,518,76,354
8401:302,654,58,616,84,8,76,1102,650,354
8406:17,654,616,58,8,29,1102,76,518,650
8411:302,654,84,58,616,8,29,1102,354,76
8413:17,302,616,15,58,542,32,650,8,61
8435:10131,5496,90709,24348,33778,32537,1822,2534,616,138
8449:2880,17,1712,4825,6434,508,12990,8848,7831,378
8450:37804,1711,1686,13266,18803,1550,114683,102561,91192,31648
8476:302,58,654,17,29,616,356,650,542,1140
8477:17,302,616,654,58,8,84,518,29,70
8491:1888,2967,687,81,226,7211,3374,1749,12790,140
8499:17,302,616,654,8,58,76,84,518,542
8500:81,226,17,225,848,29047,60193,2593,9877,32652
8510:17,518,84,302,58,61,654,616,8,245
8513:17,8,302,616,654,58,84,76,564,542
8517:57092,302,616,650,508,564,61,1140,1109,1405
8530:17,302,654,58,84,8,76,650,518,542
8531:302,58,8,29,76,650,542,564,70,301
8534:17,302,616,8,654,76,84,58,736,542
8536:17,616,654,8,302,58,518,76,542,84
8537:17,616,58,654,302,363,8,542,518,564
8552:8337,347,3112,20836,40087,6690,32083,22920,59725,11887
8569:1527,10041,17,1712,1352,6434,12990,8848,508,4568
8578:106,14152,2816,1957,4481,974,10466,1131,22,3842
8581:17,616,302,654,58,650,76,8,542,564
8582:8,650,518,1102,542,354,70,736,15,101
8600:17,302,8,84,654,616,70,58,564,245
8603:17,947,84,8,302,654,1102,518,354,616
8635:17,866,302,654,58,616,76,29,84,354
8636:17,302,654,616,58,84,29,8,650,138
8637:361,17,302,654,254,358,2139,500,238,1832
8644:17,616,302,654,58,8,542,29,650,518
8651:302,654,84,58,616,8,29,76,354,1102
8660:17,616,58,84,8,76,650,518,542,1102
8670:81,780,731,3423,13544,3137,11718,5767,8588,11839
8681:302,654,84,8,76,29,650,518,70,542
8692:17,70,76,302,616,654,58,564,8,508
8711:
8717:780,226,5767,3137,3423,986,731,140,1884,2967
8718:17,76,81,564,302,616,654,58,226,542
8719:654,616,58,84,8,29,518,1102,354,564
8735:302,58,616,84,8,76,650,518,542,138
8736:17,76,616,564,508,58,500,8,518,302
8746:302,616,58,84,8,29,76,650,518,542
8747:302,654,616,58,84,8,29,76,354,650
8755:27589,86870,27582
8760:17,616,302,654,58,8,564,15,518,650
8765:15657,901,6444,3159,2139,190,31812,17861,33162,3902
8768:17,302,76,616,58,654,564,238,70,650
8771:17,302,654,58,8,29,76,650,542,354
8774:17,302,654,616,518,29,1102,650,76,542
8782:168,719,1400,463,5480,5557,1460,8860,2153,1528
8788:58,84,8,29,76,650,518,1102,542,354
8789:17,616,76,8,302,654,58,564,518,650
8790:17,302,8,616,654,76,84,58,518,650
8802:302,654,616,8,29,650,518,354,564,542
8810:17,76,616,302,654,58,8,736,650,542
8812:780,226,17,3423,986,5767,3137,140,2967,731
8822:105460,95944,54854,48425,93334,70711,48046,47405,15197,105577
8825:302,654,616,58,84,8,29,76,650,518
8844:361,358,409,45,901,1187,6481,2292,453,2342
8850:3172,4825,3704,3307,6713,3786,4444,1709,10138,18938
8852:17,70,616,76,302,654,58,81,138,84
8862:17,84,302,8,616,654,518,899,245,58
8863:302,654,58,8,29,518,564,542,354,138
8868:17,302,654,1102,8,616,518,58,354,29
8870:17,616,58,8,29,76,518,354,542,138
8872:17,302,616,654,58,8,84,76,542,650
8877:17,302,616,654,58,8,84,76,650,29
8889:17,302,8,654,616,76,84,58,508,518
8890:17,302,654,226,138,616,84,76,354,58
8900:302,654,616,58,84,8,29,76,650,1102
8906:17,302,654,616,58,76,84,8,650,518
8912:17,302,654,616,138,76,58,84,8,354
8913:840,2548,157,10541,8069,197,5627,14793,465,7160
8915:17,302,654,58,518,76,29,1102,650,542
8916:302,17,654,616,650,58,8,29,542,518
8920:81,226,780,731,5767,986,1884,140,9790,1276
8924:17,302,616,654,76,58,8,650,84,542
8931:302,654,616,58,84,8,76,29,650,518
8935:302,654,616,58,84,8,29,76,518,650
8936:54180,40588,6306,89051,736
8958:302,654,616,58,84,8,29,76,1102,518
8984:162,1462,56879,24242,77230,78059,1644,98835,96335,81173
9000:17,302,616,8,29,1102,518,76,650,542
9001:353,17,4797,1951,518,245,616,8,84,76
9013:17,285,654,616,302,58,62,29,15,322
9024:17,302,616,654,58,76,8,29,84,564
9079:17,616,302,654,58,542,8,15,650,81
9085:17,654,616,58,84,29,8,76,650,354
9096:378,17,2880,1712,508,76,8,564,518,12990
9098:698,17,76,2139,564,616,238,262,302,358
9106:302,654,84,58,616,8,29,76,1102,354
9111:302,654,616,58,84,8,29,76,650,1102
9122:17,302,58,29,84,8,650,76,1102,542
9128:654,616,58,84,29,8,518,1102,564,354
9135:17,302,58,616,84,518,1102,76,650,354
9141:1527,2880,1712,8848,7831,12990,5624,1206,4568,1352
9152:302,654,616,58,84,8,76,29,518,650
9155:17,58,302,654,8,76,650,542,861,84
9157:3034,5975,7622,533,311,10981,2543,8759,911,10180
9158:2139,698,361,262,358,866,17,238,2292,1164
9159:17,245,302,616,654,58,353,8,15,518
9160:10041,1527,2880,4825,1712,6434,3704,12990,8848,5624
9161:719,984,463,1326,1400,5738,8860,2318,661,2153
9171:654,616,58,84,29,8,518,1102,354,564
9173:302,654,616,84,58,8,29,76,518,354
9200:17,654,616,302,238,58,84,866,190,8
9224:17,1382,302,508,70,8,654,616,84,354
9225:17,866,302,654,76,616,58,354,84,70
9233:42657,22776,378,12897,2108,17419,7843,13419,32656,7006
9236:17,302,616,654,58,8,542,518,15,508
9237:84,8,76,29,518,542,1102,354,138,736
9238:302,654,58,616,84,8,29,76,1102,354
9245:17,654,58,616,84,8,650,76,1102,354
9249:17,518,616,8,84,58,1405,245,654,902
9256:302,654,616,58,8,76,29,1102,518,354
9276:17,616,302,58,654,76,650,285,8,564
9288:302,654,84,616,58,8,29,76,354,1102
9290:8322,24933,16965,13077,6856,30815,11072,36432,31597,19528
9291:302,654,616,58,8,84,29,76,650,542
9310:17,302,616,654,58,8,76,84,29,518
9312:302,654,616,58,84,8,29,76,518,354
9313:17,616,302,654,58,8,76,518,650,542
9331:85508,52132,12964,64240,11246,12045,12565,4875,13134,66541
9333:8,542,245,4965,2939,16431,34582,4268,62433,203
9350:17,302,654,616,58,84,650,8,29,736
9357:83385,9760,80021,986,20184,7585
9359:302,654,616,58,84,8,29,518,1102,354
9364:17,302,616,654,58,8,84,76,542,518
9368:70,72716,9767,1239,26550,5170,32432,680,4702,58912
9369:17,76,302,8,168,654,616,58,508,84
9371:302,654,616,58,518,29,76,650,138,301
9381:1913,361,866,2139,698,2848,500,358,5363,901
9389:650,6,322,32076,45970,95029,63225,7560,97686,39645
9394:654,616,58,84,29,8,76,650,518,1102
9400:17,302,58,29,84,8,76,518,542,1102
9402:84418,32360,30556,30686,16621,10611,85396,12728,93274,58119
9420:302,654,616,58,84,8,29,76,518,1102
9431:17,1023,302,8,508,542,70,787,616,654
9432:17,302,654,8,616,58,518,29,354,650
9433:103886,77882,118575,71022,17,327,2495,301,61,554
9437:17,76,616,654,564,302,542,2139,58,238
9442:780,17,226,5767,986,3137,140,731,302,58
9443:302,654,58,84,8,29,76,650,518,1102
9451:302,58,616,84,29,8,76,650,1102,354
9473:17,262,780,4755,76,226,302,616,58,564
9474:17,354,302,654,1023,76,650,15,1382,70
9486:162,45,30116,94680,115711,3131,8213,3509,15360,24364
9487:17,302,654,616,58,84,8,29,518,76
9489:17,654,58,616,29,84,8,650,1102,76
9494:17,76,508,302,2548,8,616,654,564,518
9498:81,226,780,3137,986,2525,8039,140,731,24245
9499:654,17,616,58,302,542,238,61,15,999
9500:17,76,616,302,654,58,8,542,736,518
9507:17,616,302,654,58,8,518,542,84,15
9514:36401,8622,6674,48270,19244,62652,63098,97268,75661,48117
9525:17,302,654,8,616,84,58,650,76,542
9528:17,616,302,654,58,15,518,8,564,29
9531:5663,698,238,81,17,500,866,901,2139,358
9535:17,76,616,302,654,58,8,736,542,650
9538:17,302,654,58,8,84,29,650,564,518
9541:17,301,518,899,947,1119,1023,48,61,1410
9553:901,925,27420,1732,1970,3288,6207,1187,45,3348
9568:7622,2543,12861,311,19152,1011,17486,203,8427,8759
9570:17,302,616,654,84,8,58,508,76,518
9571:76,17,508,327,302,1382,245,65,2140,1468
9573:76,17,564,4,616,11358,3105,538,5962,7450
9576:15426,352,80563,719,731,1460,67939,3789,1400,10762
9580:17,616,302,84,654,518,58,650,542,76
9590:17,302,58,29,650,518,542,354,70,138
9593:302,654,616,84,58,8,29,76,1102,354
9606:17,76,616,508,302,564,70,654,58,518
9612:302,616,58,8,29,76,650,1102,518,354
9613:17,302,616,654,76,650,542,518,58,15
9614:1888,1453,687,140,3819,2204,226,986,7211,2379
9630:719,76,17,984,463,5480,1400,1460,8860,2153
9665:17,58,8,29,650,518,542,354,736,138
9666:17,302,616,8,654,76,84,58,736,650
9668:17,302,654,616,58,76,8,29,84,542
9680:17,302,654,58,616,564,650,8,29,84
9685:17,654,58,616,302,542,518,61,8,364
9693:17,654,302,616,58,84,8,564,76,518
9694:17,866,361,2139,70,698,302,500,358,901
9696:2547,669,26722,1326,31496,31527,2123,8733,2153,2155
9711:6432,36868,86488,36887,18422,80668,6720,238,656,356
9722:17,302,654,616,58,84,8,76,518,542
9727:17,616,302,654,58,650,76,542,8,564
9742:17,302,654,616,58,8,76,84,650,29
9745:17,654,58,84,518,564,542,354,138,736
9752:219,10175,725,3476,931,4697,230,5287,287,1446
9753:17,302,654,84,616,58,1119,8,70,76
9755:17,654,58,616,29,84,650,8,76,1102
9757:17,301,21879,302,76,84,508,35307,20801,48361
9786:302,654,616,58,84,8,29,76,650,354
9808:17,616,542,302,654,58,15,8,518,32
9810:37375,5253,23398,1122,33683,1406,33720,9448,17,65938
9812:302,58,616,84,29,8,76,354,1102,650
9813:17,302,616,654,8,76,518,58,84,542
9818:302,654,84,58,616,8,29,1102,354,76
9820:17,518,616,8,654,542,58,302,84,4268
9824:1744,710,1002,4513,1524,3618,6315,1340,13,5122
9827:302,654,616,58,84,8,76,29,518,650
9831:168,719,984,1326,463,5480,8860,5738,1528,1400
9834:17,616,302,654,58,8,76,84,518,542
9837:17,654,616,29,84,8,650,76,1102,6
9839:17,698,76,616,302,654,564,81,358,2139
9840:17,4487,518,245,616,353,1703,654,508,564
9864:17,654,58,616,29,84,8,650,76,1102
9879:17,654,616,15,564,302,94,542,289,364
9890:17,302,654,58,84,8,29,650,518,564
9891:654,616,58,8,29,76,518,354,138,542
9892:17,8,245,616,61,302,654,15,32,542
9896:17,302,616,8,654,58,518,84,542,15
9899:302,654,84,58,616,8,29,866,76,1102
9900:17,302,654,616,8,29,84,650,564,542
9911:17,616,84,654,302,650,508,542,1550,1382
9926:302,654,58,84,8,29,76,650,518,354
9927:650,518,564,1102,138,736,508,6,224,61
9929:302,654,616,58,84,8,29,76,518,354
9944:29819,48271,669,39547,21718,7680,2547,36861,59127,4277
9945:7146,18287,14885,3847,3112,154,11887,37838,15408,69736
9946:8454,14508,27291,866,21963,361,500,262,2139,20288
9961:2178,647,18536,31095,62564,64464,22632,88621,75939,49489
9984:29024,347,53847,1546,12550,768,10372,14645,8168,2388
10030:302,654,616,84,8,29,76,650,518,542
10040:168,1326,984,463,5480,1460,5738,1400,2318,2153
10050:17,1276,873,4697,431,3476,2939,725,1539,219
10051:409,35144,45,40465,1187,2947,262,500,94523,19885
10073:17,654,302,58,616,29,15,650,542,84
10078:
10082:302,654,616,84,58,8,29,76,354,518
10084:76833,10662,91352,302,58,301,70,226,104526,29721
10086:17,302,29,654,564,15,518,61,616,58
10088:6545,28632,22059,4158,40142,25368,27209,24118,16151,82402
10090:2139,361,698,866,500,2265,4880,238,1164,262
10110:302,654,616,58,84,8,29,76,1102,354
10111:17,302,616,654,58,8,542,84,518,564
10115:8,224,97,245,1245,182,76,650,518,899
10117:17,616,654,302,58,542,8,518,15,84
10130:17,302,70,654,616,84,518,354,1382,58
10132:17,616,302,542,65,327,650,508,654,15
10133:138,3610,76,224,542,1023,698,500,380,9289
10136:17,302,654,616,564,58,650,8,84,29
10140:17,302,654,58,616,29,84,8,650,542
10148:17,719,302,76,616,654,984,5480,1326,5738
10155:17,302,654,616,58,8,84,518,76,542
10156:1460,1326,168,5738,297,719,2582,7838,9417,14754
10194:302,654,616,8,58,29,76,354,650,301
10196:302,616,58,84,29,8,76,650,354,518
10200:245,17,2403,616,353,8,518,302,4268,542
10210:17,302,508,616,76,8,654,70,84,518
10233:100785,168,35232,100001,94795,70894,16629,16025,67165,44927
10235:3282,3307,1352,3704,1709,3060,6320,16009,75100,11235
10236:33195,115685,22066,96012,2292,21524,65107,327,34043,23258
10237:17,302,654,8,58,616,518,101,29,76
10249:138,17,656,273,1462,302,654,76,58,8
10254:17,654,302,58,616,29,542,84,76,650
10267:616,8,29,76,650,518,354,542,736,564
10275:17,654,518,787,58,542,32,616,1126,736
10276:302,654,616,58,84,29,650,518,1102,564
10279:17,616,302,654,58,8,542,29,861,84
10302:616,58,84,8,650,76,518,1102,542,354
10303:76972,924,669,114725,225,72700,46398,7608,7680,67437
10304:190,409,45,238,4708,1226,12767,6447,2130,6122
10306:17,654,616,8,84,29,650,518,1102,736
10313:17,654,616,302,58,8,542,84,15,518
10317:302,654,84,58,616,8,29,1102,354,76
10335:669,41662,116197,15531,91521,41580,91259,106204,59552,4194
10339:654,616,58,29,76,650,518,542,354,70
10342:17,302,654,616,8,84,29,518,650,76
10346:10880,51326,238,7742,58,564,409,1196,8167,266
10359:302,654,58,616,84,8,1102,76,650,354
10364:826,698,358,500,238,262,2342,190,901,21486
10366:654,58,84,29,76,650,1102,354,564,138
10371:17,2139,76,500,262,616,238,901,358,866
10377:17,302,58,616,29,84,8,76,354,650
10378:168,2153,18935,463,8860,97626
10387:48539,53812
10388:17,302,654,616,58,84,8,76,29,650
10392:
10408:840,2548,10541,5111,197,14793,8069,5627,27070,13049
10420:17,58,302,654,8,29,76,542,84,518
10427:17,302,654,84,8,542,518,1102,6,58
10439:84,29,8,76,650,518,354,542,138,564
10445:17,84,518,302,616,654,58,1102,76,101
10454:17,124,616,70,1023,302,654,58,15,245
10471:17,302,654,616,8,58,518,29,76,101
10478:302,616,58,84,8,76,650,518,1102,542
10479:30754,68370,70299,117289,97646,22182,7339,5477,22477,11827
10480:17,302,58,654,8,84,76,518,542,29
10488:302,654,616,58,84,8,29,76,1102,650
10502:58923,22678,61413,54828,75062,82998,33264,35600,69730,7113
10513:17,302,84,654,8,616,518,70,354,76
10523:441,1002,1744,710,4513,3618,3506,2917,6315,16036
10543:245,4444,2715,1744,3307,3704,441,1352,3246,11973
10554:67812,76076,93721,50551,97805,79657,113036,20736,33227,52112
10563:302,654,616,58,84,8,29,650,518,354
10564:302,654,616,58,84,8,29,650,354,518
10570:17,58,616,29,84,8,650,76,1102,542
10573:5975,1397,2510,9054,4889,603,13341,14268,8772,7926
10580:17,302,654,616,84,58,564,76,8,1102
10636:302,654,616,84,29,8,76,650,518,354
10655:17,654,302,84,58,616,29,301,8,138
10691:17,542,616,15,364,61,654,58,103,564
10693:17,302,654,84,29,8,76,650,564,518
10698:17,302,654,58,8,29,84,650,518,76
10707:236,4203,776,17,313,18017,302,3448,6673,4075
10710:616,58,8,76,650,518,70,542,564,289
10726:69494,22655,103120,56108,650,61,1344,888,105984,1885
10747:
10758:17,302,616,654,8,58,76,518,84,542
10770:17,311,7622,8772,603,2543,12861,1397,3034,10981
10779:302,17,654,58,616,84,354,650,1102,8
10794:17,58,302,654,8,861,84,650,518,76
10801:76,698,2414,17,564,238,500,2139,358,262
10807:17,1119,8,302,654,518,245,616,84,947
10820:17,302,58,1410,5303,4032,32433,654,1050,3393
10842:
10843:17,302,654,616,58,8,29,84,518,542
10844:358,238,866,190,698,262,901,704,361,2139
10845:9289,7021,17567,247,26460,3672,1495,4949,11717,8321
10854:54897,23368,41850,51617,78928,16689,89080,86228,32321,63264
10858:17,616,654,302,58,8,542,84,70,518
10871:17,302,58,654,616,29,8,650,542,32
10892:17,6,65,1703,9318,11861,674,302,29,84
10905:7021,19871,4949,9289,1495,45106,27666,83134,247,42669
10908:17,302,84,518,616,654,58,76,1102,564
10913:3704,22926,1352,1709,3307,12869,11235,10843,4825,7422
10920:302,654,616,58,84,8,29,76,518,650
10955:17,48,302,84,654,354,70,1119,8,616
10956:302,654,84,616,58,518,29,1102,76,650
10968:616,17,654,302,58,542,564,8,518,861
10991:17,616,302,76,654,58,70,81,8,564
10999:17,654,616,58,84,29,76,518,1102,542
11000:780,226,17,5767,986,3423,731,140,1884,2967
11022:302,654,616,58,84,8,29,76,650,518
11034:17,654,58,29,84,8,76,518,1102,564
11037:311,533,8772,17,603,11855,7926,8867,17486,19152
11047:17,1359,6243,1127,8,15,302,654,616,518
11055:17,11310,70,301,327,58,138,698,1535,7680
11099:17,302,654,616,58,29,542,8,76,650
11105:302,654,616,8,29,518,76,650,354,542
11110:2139,698,2008,361,500,358,813,1730,1164,44
11118:26000,27788,13660,2904,1991,14612,1077,3137,109364,32331
11132:17,4755,245,710,1002,189,508,441,500,616
11134:17,76,302,616,654,58,8,226,564,70
11135:17,302,616,654,58,8,84,518,76,564
11149:302,654,616,58,8,518,76,650,354,301
11150:5975,11590,5319,7926,13341,1337,17316,4040,8772,14814
11193:36541,4292,49767,87249,2983,1765,18756,6559,40477,38653
11211:2857,40719,9291,9557,4554,17855,26128,29209,32126,45287
11222:361,2139,37196,2265,358,190,1644,493,813,1009
11228:441,1744,1002,4513,17,1524,3976,2917,5122,13
11240:
11259:8322,24933,9674,13077,16965,6856,30815,51232,36432,19528
11264:17,654,58,616,29,84,650,8,76,1102
11273:616,58,84,29,76,650,1102,138,301,736
11278:17,302,654,58,616,29,650,8,76,84
11279:2405,58982,19000,13926,873,19434,40644,38687,32758,75782
11280:698,358,901,2265,9874,1164,262,2139,2414,3288
11287:302,654,616,58,8,1102,29,76,518,650
11332:168,31188,508,2139,986,698,98337,85124,46058,19063
11360:
11363:17,302,654,866,616,58,76,84,354,70
11378:17,70,76,616,302,654,58,564,8,81
11388:17,302,654,616,58,76,29,84,8,564
11394:17,8,302,518,616,654,84,65,327,58
11404:17,302,616,654,58,76,8,84,650,29
11414:17,302,654,616,6,138,301,58,29,542
11418:17,76,564,508,302,8,654,70,616,1460
11419:302,654,616,58,84,8,29,76,650,518
11426:236,17,654,776,302,14750,10075,12253,3448,4203
11427:226,81,2967,10003,1884,986,14841,140,1888,9439
11428:17,302,654,58,84,616,354,8,29,1102
11431:17,302,654,58,616,29,76,650,84,542
11437:17,76,616,302,654,262,58,508,564,226
11439:17,245,5117,8,542,15,518,616,131,4268
11444:17,654,58,616,8,84,29,1102,650,76
11458:17,616,654,302,29,8,84,76,650,518
11462:17,302,616,76,654,8,58,518,84,508
11463:58,76,29,542,354,15,301,101,289,508
11484:17,616,302,654,58,542,8,518,15,61
11507:17,302,616,654,58,8,650,542,84,518
11510:17,654,616,58,84,29,518,650,76,1102
11511:931,873,431,56430,219,718,76547,1276,287,6733
11525:17,302,654,58,616,84,650,8,354,1102
11529:17,302,654,58,616,84,354,8,76,650
11535:302,654,616,58,84,8,29,76,1102,354
11537:22713,866,13083,216,10100,32261,40483,3378,17,1342
11538:17,616,58,29,84,8,650,76,1102,542
11540:4600,48654,5145,19065,15457,44680,13894,27250,78881,116730
11552:302,654,58,84,616,8,29,76,1102,354
11554:3107,378,1589,1991,3915,7006,5450,3864,2433,10041
11558:17,873,1539,508,245,302,1825,70,76,1382
11569:616,8,29,76,650,518,542,564,301,15
11584:17,302,654,8,76,84,29,650,564,518
11586:17,302,616,654,58,8,84,76,518,542
11603:17,616,302,654,58,29,8,542,84,650
11606:654,58,84,29,650,518,1102,564,354,542
11614:4719,398,9388,37507,5598,2447,302,616,29,70
11616:17,302,616,654,58,8,29,542,650,518
11651:17,302,616,58,654,650,76,285,29,224
11657:17,654,616,84,8,483,58,101,518,542
11660:17,58,616,84,8,650,76,518,354,542
11670:17,302,654,650,182,58,616,76,1245,29
11676:780,226,5767,986,3137,17,140,731,1884,2967
11685:17,302,654,616,58,76,8,650,564,518
11699:262,2596,2139,500,2513,2632,4190,827,1164,361
11700:302,654,616,58,84,8,29,76,1102,354
11716:302,654,84,58,616,8,29,1102,76,354
11719:17,302,654,616,58,84,76,8,29,518
11723:17,616,302,654,8,542,508,84,58,564
11738:17,1102,302,8,654,616,518,58,354,29
11749:81,226,986,3423,13544,780,5767,1749,2241,8511
11775:17,302,654,616,70,84,8,58,518,76
11781:17,654,616,58,84,8,29,518,564,542
11788:901,698,2139,238,358,6303,3902,262,8860,3159
11795:17,616,302,654,76,8,508,564,245,518
11799:1730,5097,2139,866,698,500,361,4880,5670,262
11818:17,654,616,58,84,787,302,518,322,29
11825:17,70,81,986,76,616,302,780,654,5767
11835:17,58,616,29,84,8,650,76,1102,354
11836:500,2139,15255,2620,802,65948,12118,64798,29987,22777
11838:17,168,1460,2068,719,3789,2715,2153,352,297
11839:23676,10345,394,97455,49696,105761,51014,3429,223,118323
11843:441,710,1002,1744,3618,3506,371,16036,13,1256
11844:17,654,616,302,58,29,84,8,542,518
11847:441,4513,710,1002,1145,3506,3618,1744,4421,5122
11851:
11856:17,226,780,302,76,5767,616,58,654,3137
11863:
11864:17,654,302,354,616,84,58,518,70,301
11865:302,616,58,84,29,8,650,518,1102,564
11883:11825,35382,225,8364,14797,13183
11884:168,1326,5480,8860,1682,5738,719,1400,1528,14754
11885:17,70,1744,1002,710,4513,3506,76,616,302
11892:347,7146,9043,3847,26985,8226,11887,14237,17582,2778
11893:17,302,654,616,58,84,70,76,29,8
11896:17,302,654,616,58,8,361,650,84,29
11910:302,654,84,58,616,8,29,76,354,518
11913:17,302,654,58,616,84,70,29,354,76
11922:17,654,302,616,29,84,650,8,76,289
11928:17,302,616,654,58,224,8,84,650,76
11929:654,84,8,29,650,518,564,542,1102,736
11939:17,616,8,302,654,58,76,564,518,650
11956:654,616,84,29,8,76,650,518,1102,354
11962:238,262,2139,1730,826,361,500,10039,254,3288
11968:17,302,616,8,245,654,508,70,1382,76
11972:17,302,8,84,654,616,70,564,245,58
11979:866,17,302,654,76,354,29,616,58,84
11983:17,654,616,58,84,8,76,650,1102,70
11988:302,654,616,58,84,8,29,76,518,1102
11990:110421,122719,23393,79005,107724,3717,4357,12505,20452,3484
11996:105460,95944,54854,48425,93334,70711,48046,47405,15197,105577
11999:441,1744,710,2917,3506,4513,13,1340,3976,5122
12008:17,616,654,302,58,542,8,15,518,564
12010:17,245,616,302,61,654,8,564,58,15
12011:17,616,302,58,654,650,8,542,76,29
12027:17,302,654,616,58,564,650,8,84,29
12028:654,84,8,76,650,518,1102,542,138,301
12037:17,302,654,616,29,8,76,84,518,15
12047:17,616,8,518,508,76,2139,302,654,58
12050:17,654,616,518,76,650,542,354,564,138
12067:4146,16658,4093,12093,6117,9043,28389,4110,347,45287
12084:17,654,29,84,8,650,76,518,1102,564
12094:168,984,463,1400,661,5480,574,8860,2153,760
